fold,mode,Epoch = 50,Loss,Acc,Note
0,train,001,1288.94446,-265.43991,
0,val,001,1326.86902,-193.19643,
0,train,002,1139.61409,-240.51840,
0,val,002,1290.11267,-187.81688,
0,train,003,778.62650,-159.62914,
0,val,003,1109.04871,-161.31494,
0,train,004,192.92727,-38.81458,
0,val,004,415.75259,-59.84826,
0,train,005,1920.53708,-403.27792,
0,val,005,1659.75208,-241.91617,
0,train,006,33380.81920,-7215.65625,
0,val,006,155106.37500,-22699.60938,
0,train,007,346156.82366,-84905.16406,
0,val,007,11826867.00000,-1730921.50000,
0,train,008,3556157.58929,-937294.50000,
0,val,008,2831440384.00000,-414400800.00000,
0,train,009,38700975.42857,-9206685.00000,
0,val,009,8419198107648.00000,-1232192667648.00000,
0,train,010,418461604.57143,-84142160.00000,
0,val,010,10016328664481792.00000,-1465958774341632.00000,
0,train,011,5254183314.28571,-1268773504.00000,
0,val,011,3830114120741421056.00000,-560563600872177664.00000,
0,train,012,66212933046.85714,-14412638208.00000,
0,val,012,634586953475290038272.00000,-92875043510796943360.00000,
0,train,013,883045283547.42859,-185892241408.00000,
0,val,013,41446190521526819749888.00000,-6065861746358348677120.00000,
0,train,014,13126528850797.71484,-2905411944448.00000,
0,val,014,1019602561730505770795008.00000,-149225863925796656119808.00000,
0,train,015,208195556325083.43750,-44909050462208.00000,
0,val,015,26223326443648241222287360.00000,-3837871045269125867765760.00000,
0,train,016,4106349617685650.50000,-779933446045696.00000,
0,val,016,1256791578711043308915785728.00000,-183937871608227462352207872.00000,
0,train,017,120637492995180832.00000,-22605280462241792.00000,
0,val,017,101994379651991027772188262400.00000,-14927399271759327803081752576.00000,
0,train,018,5056152893351601152.00000,-1197462445770145792.00000,
0,val,018,19688536884024179988164589387776.00000,-2881483153532205940316393439232.00000,
fold,mode,Epoch = 50,Loss,Acc,Note
0,train,001,1291.49407,-265.89743,
0,val,001,1327.56409,-193.29816,
0,train,002,1189.85418,-252.29793,
0,val,002,1305.49854,-190.06871,
0,train,003,1008.55556,-205.83070,
0,val,003,1234.57532,-179.68642,
0,train,004,762.99760,-160.14154,
0,val,004,1057.80811,-153.81752,
0,train,005,458.70752,-96.67260,
0,val,005,716.54950,-103.87196,
0,train,006,150.10037,-31.59130,
0,val,006,256.81494,-36.58618,
0,train,007,30.28905,-6.75221,
0,val,007,7.10817,-0.04032,best
0,train,008,275.25722,-66.60507,
0,val,008,271.83731,-38.78526,
0,train,009,681.00998,-149.61502,
0,val,009,716.38129,-103.84607,
0,train,010,929.92487,-194.30341,
0,val,010,933.67145,-135.64925,
0,train,011,856.48160,-180.55382,
0,val,011,761.54004,-110.45663,
0,train,012,524.91555,-107.64530,
0,val,012,383.38147,-55.10984,
0,train,013,163.83350,-33.70643,
0,val,013,70.35383,-9.29664,
0,train,014,26.46052,-4.50327,
0,val,014,57.27140,-7.38206,
0,train,015,127.78159,-26.78933,
0,val,015,219.38480,-31.10770,
0,train,016,243.42112,-50.54676,
0,val,016,299.88379,-42.88953,
0,train,017,259.67469,-52.71227,
0,val,017,251.11868,-35.75250,
0,train,018,172.30325,-36.10117,
0,val,018,119.88010,-16.54485,
0,train,019,52.20923,-9.89148,
0,val,019,17.68544,-1.58839,
0,train,020,37.50365,-7.27355,
0,val,020,79.92584,-10.69756,
0,train,021,145.62256,-29.83920,
0,val,021,183.07396,-25.79414,
0,train,022,200.89751,-40.92871,
0,val,022,180.22217,-25.37580,
0,train,023,138.58078,-28.54639,
0,val,023,81.64845,-10.94967,
0,train,024,36.94564,-7.17561,
0,val,024,10.54705,-0.54363,
0,train,025,24.80219,-4.05290,
0,val,025,53.11500,-6.77375,
0,train,026,72.55189,-14.82827,
0,val,026,90.46838,-12.24067,
0,train,027,77.55363,-15.12054,
0,val,027,66.86650,-8.78625,
0,train,028,35.15917,-6.59576,
0,val,028,15.79855,-1.31217,
0,train,029,12.69395,-1.66770,
0,val,029,23.11472,-2.38300,
0,train,030,50.70846,-9.08179,
0,val,030,53.39498,-6.81463,
0,train,031,58.77927,-11.67295,
0,val,031,36.99227,-4.41407,
0,train,032,20.49055,-3.24160,
0,val,032,7.54944,-0.10491,
0,train,033,14.74072,-2.26366,
0,val,033,31.31782,-3.58358,
0,train,034,39.58285,-7.20191,
0,val,034,46.39579,-5.79026,
0,train,035,33.27999,-5.93671,
0,val,035,23.59872,-2.45384,
0,train,036,8.41706,-0.75107,
0,val,036,7.97573,-0.16730,
0,train,037,21.02843,-3.77326,
0,val,037,23.29021,-2.40864,
0,train,038,29.67973,-5.28515,
0,val,038,16.93559,-1.47864,
0,train,039,10.61738,-1.06168,
0,val,039,8.71512,-0.27550,
0,train,040,13.47642,-1.90830,
0,val,040,27.16030,-2.97510,
0,train,041,23.80740,-3.93504,
0,val,041,23.82793,-2.48725,
0,train,042,10.44147,-1.22259,
0,val,042,6.97576,-0.02095,best
0,train,043,10.44794,-1.12564,
0,val,043,16.57770,-1.42623,
0,train,044,19.17230,-2.99685,
0,val,044,14.30379,-1.09346,
0,train,045,7.88512,-0.70174,
0,val,045,8.59319,-0.25766,
0,train,046,10.14991,-1.03791,
0,val,046,20.82043,-2.04718,
0,train,047,14.30769,-1.98058,
0,val,047,13.83304,-1.02451,
0,train,048,5.13010,-0.03168,
0,val,048,9.23291,-0.35128,
0,train,049,12.97849,-1.69582,
0,val,049,17.13538,-1.50788,
0,train,050,12.47493,-1.54530,
0,val,050,8.28574,-0.21268,
1,train,001,1286.57200,-257.72406,
1,val,001,1302.74536,-256.58194,
1,train,002,1182.41105,-235.59998,
1,val,002,1279.05310,-251.91406,
1,train,003,990.48435,-195.32051,
1,val,003,1198.59277,-236.00421,
1,train,004,737.21344,-146.93736,
1,val,004,1009.10217,-198.53522,
1,train,005,431.51821,-90.35236,
1,val,005,652.61877,-128.04370,
1,train,006,130.25388,-25.57274,
1,val,006,179.77988,-34.54767,
1,train,007,35.26935,-6.36166,
1,val,007,21.16459,-3.18485,best
1,train,008,301.27705,-61.29698,
1,val,008,346.50287,-67.51363,
1,train,009,691.77924,-138.83267,
1,val,009,730.82526,-143.51001,
1,train,010,911.08439,-183.19870,
1,val,010,818.55402,-160.85709,
1,train,011,819.48275,-159.70744,
1,val,011,591.57446,-115.96751,
1,train,012,489.83785,-104.04574,
1,val,012,247.05992,-47.85249,
1,train,013,143.00294,-26.64513,
1,val,013,19.78557,-2.91224,best
1,train,014,21.57460,-3.35831,
1,val,014,64.43954,-11.74198,
1,train,015,132.26102,-26.98549,
1,val,015,205.13484,-39.56042,
1,train,016,248.19705,-47.96187,
1,val,016,270.98654,-52.58363,
1,train,017,259.79673,-50.55738,
1,val,017,223.93134,-43.27915,
1,train,018,169.36499,-33.21646,
1,val,018,99.07233,-18.58946,
1,train,019,44.82435,-8.32871,
1,val,019,6.49824,-0.28491,best
1,train,020,35.53944,-5.68167,
1,val,020,83.49373,-15.50966,
1,train,021,154.88262,-29.82298,
1,val,021,205.66277,-39.66614,
1,train,022,221.22172,-43.70595,
1,val,022,224.36714,-43.36532,
1,train,023,160.21124,-30.77169,
1,val,023,120.82474,-22.89132,
1,train,024,48.01317,-8.40062,
1,val,024,17.73285,-2.50624,
1,train,025,20.92805,-3.77673,
1,val,025,42.62193,-7.42786,
1,train,026,71.88145,-14.06623,
1,val,026,91.03364,-17.00057,
1,train,027,89.67351,-16.59480,
1,val,027,78.35475,-14.49325,
1,train,028,55.24051,-10.36330,
1,val,028,27.70726,-4.47871,
1,train,029,18.18657,-2.65642,
1,val,029,15.63509,-2.09161,
1,train,030,41.60462,-7.59943,
1,val,030,42.62051,-7.42731,
1,train,031,64.06642,-12.15013,
1,val,031,40.75996,-7.05969,
1,train,032,36.95666,-6.19423,
1,val,032,10.74402,-1.12447,
1,train,033,10.98544,-1.12992,
1,val,033,20.58783,-3.07094,
1,train,034,30.58090,-5.56975,
1,val,034,44.15858,-7.73157,
1,train,035,36.69743,-6.45858,
1,val,035,31.06222,-5.14210,
1,train,036,13.92682,-1.73799,
