fold,mode,Epoch = 30,Loss,Acc,Note
fold,mode,Epoch = 30,Loss,Acc,Note
fold,mode,Epoch = 30,Loss,Acc,Note
2,train,018,0.88764,0.69765,
2,val,018,1.92194,0.45180,
2,train,019,0.85462,0.70551,
2,val,019,1.29694,0.57034,
2,train,020,0.79113,0.72843,
2,val,020,1.44948,0.57771,
2,train,021,0.77706,0.74030,
2,val,021,1.29569,0.60618,best
2,train,022,0.72612,0.75405,
2,val,022,1.40042,0.57357,
2,train,023,0.69563,0.76229,
2,val,023,1.76316,0.54188,
2,train,024,0.64828,0.78092,
2,val,024,1.28384,0.60314,
2,train,025,0.62045,0.78847,
2,val,025,1.57186,0.55038,
2,train,026,0.57907,0.80466,
2,val,026,1.32441,0.62167,best
2,train,027,0.55644,0.81196,
2,val,027,1.56078,0.58107,
2,train,028,0.53129,0.81981,
2,val,028,1.65254,0.56500,
2,train,029,0.50776,0.82692,
2,val,029,1.38029,0.60872,
2,train,030,0.46866,0.83722,
2,val,030,1.54960,0.59428,
3,train,001,2.15569,0.23209,
3,val,001,2.25526,0.24229,best
3,train,002,1.92249,0.32258,
3,val,002,1.89672,0.33778,best
3,train,003,1.79151,0.37086,
3,val,003,1.94627,0.34378,best
3,train,004,1.70721,0.40257,
3,val,004,1.89941,0.33802,
3,train,005,1.63266,0.43391,
3,val,005,2.23382,0.34348,
3,train,006,1.55032,0.46486,
3,val,006,1.66151,0.42930,best
3,train,007,1.47459,0.49498,
3,val,007,1.84855,0.39004,
3,train,008,1.43113,0.51025,
3,val,008,1.67515,0.44844,best
3,train,009,1.34883,0.53129,
3,val,009,1.97687,0.37181,
3,train,010,1.31547,0.54936,
3,val,010,1.78995,0.42961,
3,train,011,1.21154,0.58161,
3,val,011,1.46928,0.50418,best
3,train,012,1.19361,0.59015,
3,val,012,1.42058,0.52409,best
3,train,013,1.14518,0.60231,
3,val,013,1.58625,0.50741,
3,train,014,1.08523,0.62794,
3,val,014,1.44827,0.50834,
3,train,015,1.03053,0.64273,
3,val,015,1.47875,0.52105,
3,train,016,1.00207,0.65824,
3,val,016,1.40835,0.53866,best
3,train,017,0.95127,0.67155,
3,val,017,1.33161,0.56904,best
3,train,018,0.90824,0.69034,
3,val,018,1.65618,0.49600,
3,train,019,0.85455,0.70727,
3,val,019,1.51530,0.51138,
3,train,020,0.83431,0.71082,
3,val,020,2.02337,0.47535,
3,train,021,0.79943,0.72524,
3,val,021,1.67746,0.52811,
3,train,022,0.74375,0.74461,
3,val,022,1.48839,0.55714,
3,train,023,0.70597,0.76257,
3,val,023,1.27891,0.60134,best
3,train,024,0.66890,0.76650,
3,val,024,1.19038,0.60952,best
3,train,025,0.61264,0.79305,
3,val,025,1.42878,0.57554,
3,train,026,0.61177,0.78784,
3,val,026,1.40734,0.60475,
3,train,027,0.58323,0.80160,
3,val,027,1.93525,0.51869,
3,train,028,0.54841,0.81796,
3,val,028,1.45671,0.58776,
3,train,029,0.51255,0.82432,
3,val,029,1.55038,0.57115,
3,train,030,0.48175,0.83817,
3,val,030,1.38560,0.60816,
4,train,001,2.16290,0.23548,
4,val,001,2.15122,0.28341,best
4,train,002,1.93443,0.31695,
4,val,002,1.98673,0.32377,best
4,train,003,1.82549,0.35364,
4,val,003,1.89309,0.34919,best
4,train,004,1.72589,0.39760,
4,val,004,1.84303,0.38260,best
4,train,005,1.63709,0.42176,
4,val,005,1.95399,0.33833,
4,train,006,1.57581,0.45074,
4,val,006,1.75026,0.42302,best
4,train,007,1.49564,0.48507,
4,val,007,1.81376,0.38955,
4,train,008,1.42891,0.50687,
4,val,008,1.47001,0.50734,best
4,train,009,1.36437,0.52641,
4,val,009,1.84023,0.43332,
4,train,010,1.30236,0.54739,
4,val,010,1.65272,0.46016,
4,train,011,1.25383,0.57086,
4,val,011,1.41832,0.52043,best
4,train,012,1.20251,0.58171,
4,val,012,1.55345,0.51571,
4,train,013,1.14910,0.60575,
4,val,013,1.41252,0.53940,best
4,train,014,1.08587,0.62419,
4,val,014,1.64486,0.48962,
4,train,015,1.05604,0.63057,
4,val,015,1.30669,0.55967,best
4,train,016,1.02416,0.64664,
4,val,016,1.20505,0.59317,best
4,train,017,0.95438,0.66489,
4,val,017,1.54813,0.54634,
4,train,018,0.91557,0.68699,
4,val,018,1.67639,0.50784,
4,train,019,0.88353,0.69521,
4,val,019,1.43751,0.54963,
4,train,020,0.84391,0.70904,
4,val,020,1.60681,0.53878,
4,train,021,0.79023,0.72952,
4,val,021,1.78053,0.49291,
4,train,022,0.75392,0.74141,
4,val,022,1.64048,0.54094,
4,train,023,0.72750,0.75227,
4,val,023,1.42886,0.58764,
4,train,024,0.69128,0.76471,
4,val,024,1.29703,0.59322,best
4,train,025,0.62532,0.78492,
4,val,025,1.47482,0.55558,
4,train,026,0.61348,0.79269,
4,val,026,1.43743,0.57983,
4,train,027,0.56316,0.80401,
4,val,027,1.50644,0.58453,
4,train,028,0.55007,0.81601,
