fold,mode,Epoch = 50,Loss,Acc,Note
0,val,001,1046.64575,-189.61183,
0,train,002,18.18823,-2.52535,
0,val,002,653.78589,-108.21924,
0,train,003,5.89622,-0.19091,
0,val,003,168.17768,-27.21902,
0,train,004,5.51105,-0.11384,
0,val,004,85.68092,-13.06314,
0,train,005,7.17432,-0.43234,
0,val,005,7.02605,-0.24024,best
0,train,006,15.86832,-2.27190,
0,val,006,49.96002,-7.22924,
0,train,007,12.75888,-1.83351,
0,val,007,11.29125,-1.09344,
0,train,008,13.07656,-1.67988,
0,val,008,19.48020,-2.39795,
0,train,009,9.50060,-0.94117,
0,val,009,18.11605,-1.94801,
0,train,010,13.10144,-1.78439,
0,val,010,6.93748,-0.20880,best
0,train,011,5.90226,-0.20099,
0,val,011,9.37673,-0.50198,
0,train,012,8.67733,-0.77521,
0,val,012,11.51960,-0.69540,
0,train,013,16.12042,-2.28782,
0,val,013,20.90413,-3.12610,
0,train,014,12.02662,-1.48969,
0,val,014,6.01613,-0.04734,best
0,train,015,8.98862,-0.89733,
0,val,015,12.67645,-1.07083,
0,train,016,9.55550,-1.05712,
0,val,016,5.85657,-0.01429,best
0,train,017,5.74340,-0.18096,
0,val,017,7.16440,-0.07844,
0,train,018,7.03870,-0.40101,
0,val,018,56.86866,-10.14268,
0,train,019,13.60367,-1.86354,
0,val,019,22.98932,-3.10096,
0,train,020,7.65221,-0.58087,
0,val,020,8.25827,-0.53743,
0,train,021,13.02263,-1.68805,
0,val,021,13.73248,-1.32357,
0,train,022,9.08625,-0.85660,
0,val,022,15.86821,-1.67205,
0,train,023,9.94597,-1.15710,
0,val,023,5.81972,-0.10565,
0,train,024,5.84132,-0.20972,
0,val,024,6.43717,-0.12075,
0,train,025,5.29266,-0.10692,
0,val,025,5.88533,-0.02771,
fold,mode,Epoch = 50,Loss,Acc,Note
0,train,001,376.10915,-79.15843,
0,val,001,930.96100,-135.24925,
0,train,002,13.30270,-1.58325,
0,val,002,194.75587,-27.50352,
0,train,003,13.30583,-1.57887,
0,val,003,63.79084,-8.33612,best
0,train,004,9.08681,-1.07665,
0,val,004,16.92595,-1.47723,best
0,train,005,8.47599,-0.77758,
0,val,005,17.23206,-1.52200,
0,train,006,7.26238,-0.51331,
0,val,006,7.19555,-0.05311,best
0,train,007,7.58442,-0.56928,
0,val,007,7.27149,-0.06423,
0,train,008,6.87706,-0.39120,
0,val,008,7.37712,-0.07969,
0,train,009,7.66309,-0.60705,
0,val,009,8.58737,-0.25682,
0,train,010,8.38014,-0.82069,
0,val,010,10.10016,-0.47823,
0,train,011,6.84289,-0.44985,
0,val,011,22.96305,-2.36080,
0,train,012,6.31018,-0.29562,
0,val,012,7.48468,-0.09544,
0,train,013,5.14197,-0.05265,
0,val,013,29.33949,-3.29399,
0,train,014,8.77114,-0.83511,
0,val,014,31.37167,-3.59146,
fold,mode,Epoch = 50,Loss,Acc,Note
0,train,001,523.88664,-99.08632,
0,val,001,1054.64270,-153.34859,
0,train,002,136.59997,-28.05118,
0,val,002,374.30475,-53.78142,
0,train,003,10.91995,-1.24462,
0,val,003,20.69945,-2.02951,best
0,train,004,7.48378,-0.53049,
0,val,004,18.81123,-1.75309,best
0,train,005,5.76986,-0.17776,
0,val,005,10.83519,-0.58580,best
0,train,006,6.16866,-0.32425,
0,val,006,7.33171,-0.07305,best
0,train,007,5.92657,-0.22787,
0,val,007,7.31315,-0.07029,best
0,train,008,5.11559,-0.08579,
0,val,008,14.49757,-1.12179,
0,train,009,5.26388,-0.08449,
0,val,009,6.97542,-0.02090,best
0,train,010,5.26680,-0.06692,
0,val,010,8.53751,-0.24952,
0,train,011,5.14972,-0.03220,
0,val,011,7.49803,-0.09736,
0,train,012,6.05352,-0.25527,
0,val,012,6.62831,0.02990,best
0,train,013,5.59995,-0.16549,
0,val,013,14.68457,-1.14919,
0,train,014,8.93161,-0.84732,
0,val,014,8.44041,-0.23530,
0,train,015,7.77858,-0.57068,
0,val,015,12.39965,-0.81477,
0,train,016,6.59856,-0.34338,
0,val,016,8.94629,-0.30935,
0,train,017,7.97402,-0.59899,
0,val,017,7.00987,-0.02594,
0,train,018,5.47940,-0.10265,
0,val,018,8.25716,-0.20849,
0,train,019,6.90990,-0.39071,
0,val,019,14.10483,-1.06431,
0,train,020,7.76233,-0.62051,
0,val,020,7.29623,-0.06784,
0,train,021,6.09803,-0.28056,
0,val,021,8.42762,-0.23344,
0,train,022,5.81274,-0.27115,
0,val,022,15.86767,-1.32234,
0,train,023,7.82433,-0.62058,
0,val,023,8.37828,-0.22620,
0,train,024,5.92972,-0.21968,
0,val,024,7.52335,-0.10109,
0,train,025,5.00563,-0.02179,
0,val,025,9.58188,-0.40236,
0,train,026,6.11307,-0.24741,
0,val,026,7.88752,-0.15435,
0,train,027,5.74269,-0.16243,
0,val,027,6.89722,-0.00943,
0,train,028,5.69928,-0.17072,
0,val,028,9.00076,-0.31731,
0,train,029,5.48614,-0.12858,
0,val,029,10.27394,-0.50364,
0,train,030,5.63140,-0.22899,
0,val,030,9.60113,-0.40519,
0,train,031,5.49350,-0.13467,
0,val,031,7.27587,-0.06486,
